Statistic,Name,Team,#,Top 25
Complete Games,Roy Halladay,Philadelphia,8,Top 25
ERA,Clayton Kershaw,Los Angeles,2.28,Top 25
Games,Jonny Venters,Atlanta,85,Top 25
Saves,John Axford,Milwaukee,46,Top 25
Craig Kimbrel,Atlanta,,,
Shutouts,Cliff Lee,Philadelphia,6,Top 25
Strikeouts,Clayton Kershaw,Los Angeles,248,Top 25
Winning Percentage,Ian Kennedy,Arizona,.840,Top 25
Wins,Ian Kennedy,Arizona,21,Top 25
Clayton Kershaw,Los Angeles,,,
